year,name,label,keyword,ner,tf_idf
105,國家圖書館學術性引用文獻資料擴增建置計畫(1/4),人文及校園研究發展,"引文, 專書, 博士, 論文, 期刊, 期間, 書目, 動學術","105 -108年, 1990年, 4年期間, 105至108年, 華人, 臺灣","資料, 資料庫, 引文, 人文, 社會"
105,人文社會科學基礎及跨界應用能力培育計畫(2/4),人文及校園研究發展,"社科, 高中, 博士, 論文, 專書, 論文集, 原創性, 影響力","臺灣, 1年","人文, 社會, 科學, 知識, 成果"
105,校園學術倫理教育與機制發展計畫(3/4),人文及校園研究發展,"倫理, 大專校院, 師生","臺灣, 臺灣學術倫理教育中心","倫理, 學術, 教育, 臺灣, 機制"
105,基礎語文及多元文化能力培育計畫(2/4),人文及校園研究發展,"英文, 外語, 語文, 影響力, 敘事力, 語境, 文學, 脈絡, 特質","西, 中文, 中文, 英文, 第二, 英文, 英文, 英文, 第二, 法, 第二, 德, 中文, 日","課程, 外語, 文化, 知識, 英文"
105,人文社會領域高階菁英人才培育計畫(1/1),人文及校園研究發展,"菁英, 論文, 學位, 學程","兩年, 教育部, 教育部, 5％, 第三年, 科技部, 教育部, 第四","人, 領域, 教育部, 國內, 學位"
105,科專政策研究及管理綱要計畫(2/4),人文及校園研究發展,"政策面, 策略面, 預算, 整體性, 規劃面, 鏈結面",,"科專, 科技, 全球, 政策, 目標"
105,科技計畫規劃與管理計畫(3/4),人文及校園研究發展,"科發, 基金, 收支, 說明會, 預算",,"作業, 資源, 經費, 機制, 成效"
105,優化中小企業科技加值應用環境之策略佈局計畫(3/4),人文及校園研究發展,"中小企業處, 中長期, 提案",,"中小企業, 科技, 作業, 機制, 我國"
105,「高科技設備前瞻技術發展計畫」第二期計畫(4/4),人文及校園研究發展,科學園區,"5%, 10%","園區, 工業, 廠商, 科學, 學研"
105,自由型卓越學研及百人拓荒專案計畫(3/4),人文及校園研究發展,"自由型, 本案, 突破性, 構想書, 構想, 創新性",第一年,"學研, 本案, 團隊, 獨特性, 可行性"
105,規劃考核及獎補助綜合業務(1/1),人文及校園研究發展,"軍事, 專長, 大專, 倫理, 創作獎, 同仁, 總統, 科學獎, 貢獻獎, 研究獎","行政院, 104年度","本部, 作業, 性別, 科技, 大專"
105,研發環境綜合整備及科技行政協調管理(1/1),人文及校園研究發展,"時效性, 科學園區, 基金, 預算","台灣, 行政院","科技, 本部, 行政院, 資料, 案件"
105,推動前瞻及應用科技研究計畫(3/4),人文及校園研究發展,"途徑, 原創性",台灣,"科技, 模式, 政策, 科技部, 方法"
105,科學教育研究發展及推動國際科技合作(1/1),人文及校園研究發展,"數學, 素養, 原住民, 興趣","兩岸, 以, 兩岸, 兩岸, 大陸, 台, 兩岸, 歐, 美, 大陸, 亞","科技, 科普, 科學, 教育, 國際"
105,學術攻頂研究計畫(1/1),人文及校園研究發展,"期間, 數學, 主持人","諾貝爾獎, 10年, 新台幣2,000萬元","領域, 科學, 潛力, 重點, 學者"
105,國立中科實驗高級中學維運計畫(1/1),人文及校園研究發展,"中科, 中學, 高中部, 國中部, 雙語部, 籌備處, 資源班","教育部, 108年8月, 99年5月3日, 99年8月1日, 98年8月6日, 101-103年, 教育部, 中科, 教育部, 101年, 國小部, 台中縣汝鎏國小, 98年8月31日, 104年, 98年8月1日, 104-108年, 104-105年, 99年9月至103年","中科, 高中部, 目標, 國中部, 教育部"
105,人文及社會科學研究發展計畫(1/1),人文及校園研究發展,"期刊, 地位, 專書, 倫理, 原住民, 部落","臺灣, 台灣, 臺灣, 華文, 臺南科學工業園區","社會, 人文, 領域, 科學, 議題"
105,培育優秀學者養成計畫(2/4),人文及校園研究發展,博士,台灣,"學者, 能量, 經費, 前瞻性, 水準"
105,國立中科實驗高級中學國中部校舍興建計畫(3/3),人文及校園研究發展,"中科, 中學, 高中部, 國中部","99年5月3日, 中科, 105年, 教育部, 103年3月度, 103年12月, 98年8月6日, 105年8月, 99年8月1日, 103年12月至105年7月, 教育部, 陳國祥, 99年8月1日","中科, 國中部, 目標, 中學, 高中部"
105,生物、醫、農科學研究發展綱要計畫(1/1),人文及校園研究發展,"自由型, 突破性, 期刊",,"國際, 性別, 科學, 生命, 重點"
105,私立大學校院發展研發特色專案計畫(4/4),人文及校園研究發展,"大專校院, 大專, 主持人, 配合款, 期間","百分之二十, 68%, 三個月, 101學年度, 101學年度, 前兩個月, 五年, 61%, 三年","主持人, 本部, 總計畫, 大專校院, 人數"
105,學界研發成果產業化推動計畫(1/4),人文及校園研究發展,,,"成果, 產學, 大學, 實務, 法人"
105,補助大專校院延攬及獎勵特殊優秀人才措施(2/4),人文及校園研究發展,"大專校院, 大專, 編制","行政院, 行政院, 本部","大專校院, 本部, 行政院, 規定, 人員"
105,具時效性科技政策及科技策略會議結論落實推動計畫(1/1),人文及校園研究發展,"時效性, 預算","行政院, 2年, 中華民國, 中華民國, 行政院, 4年, 中華民國, 行政院, 行政院","部會署, 本部, 科發, 基金, 管理會"
105,強化國家型科技計畫研發成果應用之學研產橋接計畫(1/1),人文及校園研究發展,突破,,"成果, 國家型, 科技, 效益, 突破"
105,未來優質生活實驗場域規劃與建置計畫(1/1),人文及校園研究發展,"集散地, 工商, 大樓",,"園區, 科技, 藝術, 者, 人員"
105,財團法人國家實驗研究院發展計畫(3/4),人文及校園研究發展,綜效,,"院, 核心, 作業, 成果, 資源"
105,科技發展趨勢分析與資訊服務計畫(2/4),人文及校園研究發展,,科技部,"資訊, 趨勢, 議題, 生態, 科技"
105,行政院跨領域科技管理人才在職培訓發展計畫(4/4),人文及校園研究發展,"碩士, 學位, 博士, 顧問組","4年, 102年度, 經濟部, 行政院","公務人員, 科技, 領域, 國際, 資訊"
106,文化科技輔導推動專案計畫(1/4),人文及校園研究發展,"科技組, 培力",,"科技, 本部, 文化, 內容, 科技組"
106,校園學術倫理教育與機制發展計畫(4/4),人文及校園研究發展,"倫理, 大專校院, 師生","臺灣學術倫理教育中心, 臺灣","倫理, 學術, 教育, 臺灣, 機制"
106,人文社會科學基礎及跨界應用能力培育計畫(3/4),人文及校園研究發展,"社科, 高中, 博士, 論文, 專書, 論文集, 原創性, 影響力","臺灣, 1年","人文, 社會, 科學, 知識, 成果"
106,國家圖書館學術性引用文獻資料擴增建置計畫(2/4),人文及校園研究發展,"引文, 專書, 博士, 論文, 期刊, 期間","105至108年, 4年期間, TCI, 101年, 1990年, 105-108年","資料, 資料庫, 文獻, 引文, 專書"
106,基礎語文及多元文化能力培育計畫(3/4),人文及校園研究發展,"英文, 外語, 語文, 影響力, 敘事力, 語境, 文學, 脈絡, 研習營, 特質","第二, 法, 中文, 中文, 第二, 英文, 日, 英文, 西, 第二, 英文, 中文, 英文, 德","課程, 文化, 外語, 學生, 知識"
106,科專政策研究及管理綱要計畫(3/4),人文及校園研究發展,"策略面, 預算, 中長期","經濟部, 臺灣","國際, 科專, 政策, 科技, 總目標"
106,科技計畫規劃與管理計畫(4/4),人文及校園研究發展,"科發, 基金, 收支, 說明會",工業局,"作業, 機制, 經費, 綱要, 成果"
106,優化中小企業科技加值應用環境之策略佈局計畫(4/4),人文及校園研究發展,中長期,,"中小企業, 科技, 作業, 績效, 方案"
106,推動前瞻及應用科技研究計畫(4/4),人文及校園研究發展,"途徑, 原創性",台灣,"科技, 模式, 科技部, 政策, 科學"
106,規劃考核及獎補助綜合業務(1/1),人文及校園研究發展,"軍事, 專長, 大專, 倫理, 創作獎, 同仁, 總統, 科學獎, 貢獻獎, 研究獎","行政院, 104年度","作業, 本部, 性別, 大專, 年度"
106,補助大專校院延攬及獎勵特殊優秀人才措施(3/4),人文及校園研究發展,"大專校院, 大專, 編制","行政院, 行政院, 本部","大專校院, 本部, 行政院, 規定, 人員"
106,研發環境綜合整備及科技行政協調管理(1/1),人文及校園研究發展,"時效性, 科學園區, 基金, 預算","台灣, 行政院","科技, 本部, 行政院, 資料, 案件"
106,科學教育研究發展及推動國際科技合作(1/1),人文及校園研究發展,"數學, 素養, 原住民, 興趣","兩岸, 以, 兩岸, 兩岸, 大陸, 台, 兩岸, 歐, 美, 大陸, 亞","科技, 教育, 科普, 科學, 國際"
106,自由型卓越學研及探索研究專案計畫(4/4),人文及校園研究發展,"自由型, 本案, 構想書, 構想, 創新性",第一年,"學研, 本案, 獨特性, 可行性, 自由型"
106,學術攻頂研究計畫(1/1),人文及校園研究發展,"期間, 數學, 主持人","諾貝爾獎, 10年, 新台幣2,000萬元","領域, 科學, 潛力, 重點, 學者"
106,人文及社會科學研究發展計畫(1/1),人文及校園研究發展,"期刊, 地位, 專書, 倫理, 原住民, 部落","臺灣, 台灣, 臺灣, 華文, 臺南科學工業園區","社會, 人文, 領域, 科學, 議題"
106,提升私立大學校院發展研發特色專案計畫(1/1),人文及校園研究發展,"大專校院, 主持人, 配合款, 期間","68%, 五年, 101學年度, 三年, 百分之二十, 前兩個月, 101學年, 61%, 三個月","主持人, 總計畫, 本部, 大專校院, 人數"
106,研發成果推廣及科學園區業務推動計畫(1/1),人文及校園研究發展,"科學園區, 基金, 收支, 作為",,"成果, 園區, 科技部, 措施, 平台"
106,培育優秀學者養成計畫(3/4),人文及校園研究發展,博士,"台灣, 45歲","學者, 能量, 經費, 前瞻性, 水準"
106,生物、醫、農科學研究發展綱要計畫(1/1),人文及校園研究發展,"自由型, 突破性, 期刊",,"國際, 性別, 科學, 生命, 重點"
106,學界研發成果產業化推動計畫(2/4),人文及校園研究發展,,,"成果, 大學, 產學, 實務, 法人"
106,具時效性科技政策及科技策略會議結論落實推動計畫(1/1),人文及校園研究發展,"時效性, 預算","行政院, 2年, 中華民國, 中華民國, 行政院, 4年, 中華民國, 行政院, 行政院","主責, 部會, 部會署, 本部, 科發"
106,科技決策支援暨科技計畫專案管理與評估機制推動計畫(1/1),人文及校園研究發展,"預算, 專家群","行政院, 行政院, 行政院","科技, 會報, 機制, 行政院, 管理"
106,科技發展趨勢分析與資訊服務計畫(1/4),人文及校園研究發展,中長期,,"科技, 我國, 政策, 資訊, 議題"
106,財團法人國家實驗研究院發展計畫(4/4),人文及校園研究發展,綜效,"台灣, 國研院, 歐盟, 一, 歐盟","院, 核心, 作業, 成果, 資源"
106,國立中科實驗高級中學維運計畫(1/1),人文及校園研究發展,"中科, 中學, 高中部, 國中部, 雙語部, 籌備處, 資源班","教育部, 108年8月, 99年5月3日, 99年8月1日, 98年8月6日, 101-103年, 教育部, 中科, 教育部, 101年, 國小部, 台中縣汝鎏國小, 98年8月31日, 104年, 98年8月1日, 104-108年, 104-105年, 99年9月至103年","中科, 高中部, 目標, 國中部, 教育部"
106,行政院跨領域科技管理與談判人才培育計畫(1/4),人文及校園研究發展,顧問組,"行政院, 4年, 106年度, 經濟部","公務人員, 科技, 領域, 國際, 智慧"
107,文化科技輔導推動專案計畫(2/4),人文及校園研究發展,"科技組, 培力",,"科技, 本部, 文化, 科技組, 內容"
107,人文社會科學基礎及跨界應用能力培育計畫(4/4),人文及校園研究發展,"社科, 高中, 博士, 論文, 專書, 論文集, 原創性, 影響力","臺灣, 1年","人文, 社會, 科學, 知識, 成果"
107,國家圖書館學術性引用文獻資料擴增建置計畫(3/4),人文及校園研究發展,"引文, 專書, 論文, 博士, 期刊, 期間","4年期間, 108年度, 1990年, 中國大陸, 105至108年, 105年, 臺灣, 101年, 科技部, 105-108年","資料庫, 資料, 文獻, 引文, 專書"
107,基礎語文及多元文化能力培育計畫(4/4),人文及校園研究發展,"英文, 外語, 語文, 影響力, 敘事力, 語境, 文學, 脈絡, 研習營, 特質","第二, 法, 中文, 中文, 英文, 日, 英文, 西, 第二, 英文, 第二, 中文, 英文, 德","課程, 文化, 外語, 學生, 知識"
107,科專政策研究及管理綱要計畫(4/4),人文及校園研究發展,"政策面, 策略面, 預算, 整體性, 規劃面, 鏈結面, 中長期, 期刊, 菁英, 工商, 說明會, 提案, 途徑, 時效性, 地位, 美國, 決議, 綜效, 契機","台灣, 政府, 兩岸, 工研院, 兩岸, 俄羅斯莫斯科, 日, 台經院, 兩岸, 中國大陸, 資策會, 歐洲, 台, 兩岸, 台灣, 俄羅斯, 日, 台灣, 兩岸, 中國, 亞東關係協會, 日, 臺灣, 兩岸, 兩岸, 東京, 中國大陸, 兩岸, 美國矽谷, 日本, 兩岸, 科技基本法, 兩岸, 日, 亞洲, 台, 日, 第四, 北美, 2030年, 政府, 兩岸, 台灣, 日本, 中國大陸, 兩岸, 德國, 日, 兩岸, 台灣","國際, 科專, 策略, 科技, 議題"
107,規劃考核及獎補助綜合業務(1/1),人文及校園研究發展,"軍事, 專長, 大專, 倫理, 創作獎, 同仁, 總統, 科學獎, 貢獻獎, 研究獎","行政院, 104年度","作業, 本部, 性別, 策略, 大專"
107,學術攻頂研究計畫(1/1),人文及校園研究發展,"期間, 數學, 主持人","諾貝爾獎, 10年, 新台幣2,000萬元","領域, 科學, 潛力, 重點, 學者"
107,補助大專校院延攬及獎勵特殊優秀人才措施(4/4),人文及校園研究發展,"大專校院, 編制, 菁英","中央研究院, 中央研究院","大專校院, 本部, 行政院, 規定, 人員"
107,研發環境綜合整備及科技行政協調管理(1/1),人文及校園研究發展,"時效性, 科學園區, 基金, 預算","台灣, 行政院","案件, 倫理, 科技, 本部, 行政院"
107,自由型卓越學研及探索研究專案計畫(1/4),人文及校園研究發展,"自由型, 本案, 構想書, 構想, 創新性",第一年,"學研, 本案, 獨特性, 可行性, 自由型"
107,提升私立大學校院發展研發特色專案計畫(1/1),人文及校園研究發展,"大專校院, 主持人, 配合款, 期間","68%, 五年, 101學年度, 三年, 百分之二十, 前兩個月, 101學年, 61%, 三個月","主持人, 本部, 總計畫, 大專校院, 人數"
107,培育優秀學者養成計畫(4/4),人文及校園研究發展,"博士, 創新性, 數學","台灣, 45歲以下, 45歲以下, 本年, 3至5年","領域, 學者, 能量, 競爭力, 經費"
107,推動創新及應用科技研究計畫(1/4),人文及校園研究發展,"前瞻司, 中長期",,"科技, 基礎, 起點, 需求, 科學"
107,生物、醫、農科學研究發展綱要計畫(1/1),人文及校園研究發展,"自由型, 突破性, 期刊",,"國際, 性別, 科學, 生命, 成果"
107,研發成果推廣及科學園區業務推動計畫 (1/1),人文及校園研究發展,"突破, 科學園區, 基金, 收支, 作為",,"成果, 園區, 科技部, 措施, 平台"
107,人文及社會科學研究發展計畫(1/1),人文及校園研究發展,"期刊, 地位, 專書, 倫理, 原住民, 部落","臺灣, 台灣, 臺灣, 華文, 臺南科學工業園區","社會, 人文, 科學, 領域, 項目"
107,科學教育研究發展及推動國際科技合作(1/1),人文及校園研究發展,"數學, 素養, 原住民, 興趣","兩岸, 以, 兩岸, 兩岸, 大陸, 台, 兩岸, 歐, 美, 大陸, 亞","科技, 教育, 科普, 科學, 兩岸"
107,年輕學者養成計畫(1/4),人文及校園研究發展,"菁英, 影響力","新臺幣1,000萬元, 32歲, 新臺幣500萬元, 35歲, 臺灣","潛力, 國際, 學者, 視野, 影響力"
107,具時效性科技政策及科技策略會議結論推動落實計畫(1/1),人文及校園研究發展,"時效性, 科發, 基金, 主責, 預算, 跨部會署","行政院, 中華民國, 行政院, 行政院, 中華民國","主責, 部會, 部會署, 本部, 科發"
107,科技顧問及產業策略會議推動計畫(1/1),人文及校園研究發展,,,"科技, 我國, 會議, 策略, 全球"
107,科技政策研究與資訊服務計畫(1/4),人文及校園研究發展,科政,科技部,"科技, 政策, 決策, 資訊, 生態"
107,財團法人國家實驗研究院發展計畫(1/4),人文及校園研究發展,"預算, 綜效",97%,"院, 科研, 績效, 國際, 中心"
107,國立中科實驗高級中學維運計畫(1/1),人文及校園研究發展,"中科, 中學, 高中部, 國中部, 雙語部, 籌備處, 資源班","教育部, 108年8月, 99年5月3日, 99年8月1日, 98年8月6日, 101-103年, 教育部, 中科, 教育部, 101年, 國小部, 台中縣汝鎏國小, 98年8月31日, 104年, 98年8月1日, 104-108年, 104-105年, 99年9月至103年","中科, 高中部, 目標, 國中部, 教育部"
108,科技發展政策研究與諮詢(1/1),人文及校園研究發展,,"行政院, 政府, 行政院","科技, 行政院, 政策, 資源, 機制"
108,文化科技輔導推動專案計畫(3/4),人文及校園研究發展,"文化科, 決議, 科技組, 政策面, 培力",,"科技, 文化, 本部, 智庫, 會議"
108,議題導向跨領域敘事力培育計畫(1/4),人文及校園研究發展,"素養, 敘事力, 院校, 師生, 培力",,"議題, 敘事力, 導向, 校, 課程"
108,國家圖書館學術性引用文獻資料擴增建置計畫(4/4),人文及校園研究發展,"引文, 專書, 論文, 博士, 期刊, 期間","105年, 科技部, 臺灣, 105至108年, 4年期間, 中國大陸, 1990年, 101年, 108年度, 105-108年","資料庫, 資料, 文獻, 引文, 專書"
108,科專政策研究及管理綱要計畫(1/4),人文及校園研究發展,"政策面, 策略面, 預算, 規劃面, 鏈結面, 綜效","日, 日","國際, 議題, 科專, 策略, 區域"
108,規劃考核及獎補助綜合業務(1/1),人文及校園研究發展,"軍事, 專長, 大專, 倫理, 創作獎, 同仁, 總統, 科學獎, 貢獻獎, 研究獎","行政院, 104年度","本部, 性別, 作業, 行政院, 女性"
108,年輕學者養成計畫(2/3),人文及校園研究發展,"菁英, 影響力, 資格, 博士, 學位","哥倫布, 35歲, 新臺幣500萬元, 32歲, 107年, 3年, 2~8年, 32歲以下, 38歲以下, 新臺幣1,000萬元, 35歲以下, 愛因斯坦, 臺灣","學者, 博士, 年齡, 學位, 潛力"
108,學術攻頂研究計畫(1/1),人文及校園研究發展,"期間, 數學, 主持人","諾貝爾獎, 10年, 新台幣2,000萬元","領域, 學研, 重點, 實力, 科學"
108,補助大專校院獎勵及延攬特殊優秀人才措施(1/4),人文及校園研究發展,大專校院,"行政院, 行政院","大專校院, 本部, 行政院, 規定, 人員"
108,推動科學發展及國際科技合作計畫(1/1),人文及校園研究發展,"契機, 高中, 素養","兩岸, 台, 兩岸, 高瞻, 東南亞, 大陸, 第三","科普, 科技, 國際, 資源, 科學"
108,生物、醫、農科學研究發展綱要計畫(1/1),人文及校園研究發展,"自由型, 突破性, 期刊",,"國際, 性別, 科學, 生命, 成果"
108,人文及社會科學研究發展計畫(1/1),人文及校園研究發展,"期刊, 地位, 專書, 倫理, 原住民, 部落","臺灣, 台灣, 臺灣, 華文, 臺南科學工業園區","人文, 社會, 科學, 領域, 項目"
108,培育優秀學者養成計畫(1/4),人文及校園研究發展,"自由型, 博士, 菁英","台灣, 45歲","領域, 學者, 科學, 基礎, 能量"
108,學界研發成果產業化推動計畫(4/4),人文及校園研究發展,,,"成果, 法人, 學界, 產學, 經驗"
108,研發環境綜合整備及科技行政協調管理(1/1),人文及校園研究發展,"時效性, 科學園區, 基金, 預算","台灣, 行政院","案件, 倫理, 科技, 本部, 行政院"
108,推動創新及應用科技研究計畫(2/4),人文及校園研究發展,前瞻司,,"科技, 基礎, 起點, 需求, 政策"
108,台灣腦科技發展及國際躍升計畫(1/4),人文及校園研究發展,"大腦, 訊號, 解訊, 美國","台灣, 法國, 以色列, 美國","國際, 腦, 大腦, 智慧, 領域"
108,領袖學者助攻計畫(1/2),人文及校園研究發展,"聲望, 突破性, 影響力",,"國際, 人員, 聲望, 團隊, 長期"
108,具時效性科技政策及科技策略會議結論推動落實計畫(1/1),人文及校園研究發展,"時效性, 科發, 基金, 主責, 預算, 跨部會署","行政院, 中華民國, 行政院, 行政院, 中華民國","主責, 部會, 部會署, 本部, 科發"
108,科技政策研究與資訊服務計畫(1/1),人文及校園研究發展,"地位, 博士",,"科技, 資料庫, 者, 資訊, 機制"
108,國立中科實驗高級中學維運計畫(1/1),人文及校園研究發展,"中科, 中學, 高中部, 國中部, 雙語部, 籌備處, 資源班","教育部, 108年8月, 99年5月3日, 99年8月1日, 98年8月6日, 101-103年, 教育部, 中科, 教育部, 101年, 國小部, 台中縣汝鎏國小, 98年8月31日, 104年, 98年8月1日, 104-108年, 104-105年, 99年9月至103年","中科, 高中部, 目標, 國中部, 教育部"
109,科技發展政策研究與諮詢(1/1),人文及校園研究發展,,"行政院, 政府, 行政院","科技, 行政院, 會報, 部會, 重點"
109,文化科技輔導推動專案計畫(1/1),人文及校園研究發展,"決議, 政策面, 培力",,"科技, 文化, 本部, 會議, 案例"
109,國家圖書館人文社會學術性引用文獻資料擴增建置計畫(1/4),人文及校園研究發展,"引文, 期刊, 博士, 論文, 專書","臺灣, 1980年, 109-112年, 101年, 109至112年, 1970年, 1990年","資料庫, 資料, 文獻, 引文, 專書"
109,議題導向跨領域敘事力培育計畫(2/4),人文及校園研究發展,"素養, 敘事力, 培力",,"子計畫, 區域, 議題, 導向, 辦公室"
109,創新產業科技政策與國際合作規劃管理綱要計畫(2/4),人文及校園研究發展,"鏈結科, 發體, 供給端, 需求端, 結點, 預算",108年度,"國際, 策略, 科技, 科專, 成果"
109,科技部補助大專校院研究獎勵作業計畫(1/1),人文及校園研究發展,大專校院,行政院,"大專校院, 本部, 規定, 彈性, 薪資"
109,台灣腦科技發展及國際躍升計畫(2/4),人文及校園研究發展,"大腦, 解析, 訊號, 解訊, 美國","法國, 美國, 以色列","腦, 大腦, 領域, 國際, 智慧"
109,推動科學發展及國際合作專案計畫(1/1),人文及校園研究發展,素養,"兩岸, 大陸, 兩岸, 兩岸","科學, 科技, 國際, 兩岸, 科普"
109,推動創新及應用科技研究計畫(3/4),人文及校園研究發展,前瞻司,,"科技, 基礎, 起點, 需求, 政策"
109,研發環境綜合整備及科技行政協調管理(1/1),人文及校園研究發展,"時效性, 科學園區, 基金, 預算","台灣, 行政院","科技, 時效性, 臨時性, 事項, 整體"
109,基礎科學研究計畫(1/1),人文及校園研究發展,"大專, 綜效, 長短期",109年度,"資源, 科研, 領域, 核心, 國際"
109,領袖學者助攻計畫(2/2),人文及校園研究發展,"聲望, 突破性, 影響力",,"國際, 人員, 聲望, 團隊, 長期"
109,年輕學者養成計畫(3/3),人文及校園研究發展,"菁英, 影響力, 資格, 博士, 學位","哥倫布, 35歲, 新臺幣500萬元, 32歲, 107年, 3年, 2~8年, 32歲以下, 38歲以下, 新臺幣1,000萬元, 35歲以下, 愛因斯坦, 臺灣","學者, 博士, 年齡, 學位, 潛力"
109,具時效性科技政策及科技策略會議結論推動落實計畫(1/1),人文及校園研究發展,"時效性, 科發, 基金, 主責, 預算, 跨部會署","行政院, 中華民國, 行政院, 行政院, 中華民國","主責, 部會, 部會署, 本部, 科發"
109,科技會報跨部會署科發基金計畫(1/1),人文及校園研究發展,件數,行政院,"科技, 政策, 經濟, 草案, 件數"
109,基礎科學研究計畫-國家實驗研究院(1/4),人文及校園研究發展,綜效,國研院,"科研, 平台, 能量, 實驗, 國內"
109,園區實驗高級中學業務推展計畫(1/1),人文及校園研究發展,"科學園區, 雙語部, 雙語, 高中",,"教育, 資源, 科學園區, 工業, 園區"
110,科技發展政策研究與諮詢(1/1),人文及校園研究發展,,"行政院, 政府, 行政院","科技, 行政院, 會報, 部會, 整體"
110,議題導向跨領域敘事力培育計畫(3/4),人文及校園研究發展,"素養, 敘事力, 培力",,"區域, 議題, 導向, 子計畫, 領域"
110,國家圖書館人文社會學術性引用文獻資料擴增建置計畫(2/4),人文及校園研究發展,"引文, 索引, 期刊, 專書, 論文, 博士, 書目, 影響力","華文, 華文, 臺灣, 華文, 臺灣, 臺灣","資料庫, 臺灣, 書目, 大學, 期刊"
110,創新產業科技政策與國際合作規劃管理綱要計畫(3/4),人文及校園研究發展,預算,"行政院, 本年度, 109年","策略, 科專, 主軸, 全球, 目標"
110,研發環境綜合整備及科技行政協調管理(1/1),人文及校園研究發展,"時效性, 科學園區, 基金, 預算","台灣, 行政院","科技, 本部, 業務, 行政, 時效性"
110,推動科學發展及國際合作專案計畫(1/1),人文及校園研究發展,素養,"兩岸, 大陸, 兩岸, 兩岸","科學, 科技, 國際, 兩岸, 科普"
110,台灣腦科技發展及國際躍升計畫(3/4),人文及校園研究發展,"大腦, 解析, 訊號, 解訊, 美國","以色列, 法國, 美國","腦, 國際, 領域, 結構, 科技"
110,科技部補助大專校院延攬及獎勵特殊優秀人才計畫(1/1),人文及校園研究發展,大專校院,行政院,"大專校院, 本部, 規定, 彈性, 薪資"
110,推動創新及應用科技研究計畫(4/4),人文及校園研究發展,前瞻司,,"科技, 基礎, 起點, 需求, 政策"
110,產學研鏈結價值躍升計畫(1/1),人文及校園研究發展,形式,科技部,"產學, 成果, 策略, 學研, 科研"
110,基礎科學研究計畫(1/1),人文及校園研究發展,"大專, 綜效, 長短期",109年度,"資源, 科研, 領域, 核心, 國際"
110,年輕學者養成計畫(110-113年)(1/4),人文及校園研究發展,"構想, 影響力","愛因斯坦培植計畫, 107年, 哥倫布計畫","學者, 科研, 世代, 國際, 我國"
110,科技會報跨部會署科發基金計畫(1/1),人文及校園研究發展,件數,行政院,"政策, 科技, 經濟, 部會, 智慧"
110,基礎科學研究計畫-國家實驗研究院(2/4),人文及校園研究發展,綜效,國研院,"科研, 平台, 能量, 實驗, 國內"
110,園區實驗高級中學業務推展計畫(1/1),人文及校園研究發展,"科學園區, 雙語部, 雙語, 高中",,"教育, 課程, 科學園區, 學人, 子女"
103,公共工程基礎資料庫研究計畫(2/4),地球科學與自然資源,價格,,"工程, 機制, 國內, 階段, 人員"
103,完備我國災害防救法規及災害管理發展趨勢之研究(4/4),地球科學與自然資源,義務,,"災害, 人員, 契約, 保險, 國外"
103,鋼骨鋼筋混凝土構造火害及耐火性能設計研究計畫(4/4),地球科學與自然資源,"鋼骨, 鋼筋, 混凝土, 規則, 構造, 鋼管, 火害",,"結構, 混凝土, 性能, 設計, 規範"
103,建築先進技術創新開發與推廣應用計畫(4/4),地球科學與自然資源,"地震, 工法, 規則, 構造物, 結構物",,"材料, 規範, 風, 建築, 建築物"
103,都市與建築安全減災與調適科技發展中程計畫(4/4),地球科學與自然資源,"部門, 廣域性, 規模, 洪災",,"都市, 災害, 建築, 氣候, 威脅"
103,建築防火科技發展計畫(4/4)-防火安全設計及工程技術精進研發中程計畫,地球科學與自然資源,"可靠性, 火災, 工法, 構造, 煙控",,"設計, 性能, 設備, 火災, 建築物"
103,防災校園網絡建置與實驗計畫(4/4),地球科學與自然資源,"潛勢, 海嘯",北中南,"教育, 災害, 學校, 校園, 潛勢"
103,氣候變遷調適人才培育計畫(3/4),地球科學與自然資源,,,"氣候, 人才, 工作, 教育, 重點"
103,強化坡地環境地質與防災應用(4/4),地球科學與自然資源,"坡地, 颱風, 圖幅, 雨量, 潛勢, 岩體, 潛勢區, 圈繪, 潛勢圖","臺, 莫拉克","潛勢, 地質, 坡地, 地區, 雨量"
103,台灣北部火山活動觀測研究(3/4),地球科學與自然資源,"火山, 岩漿庫, 熱液, 規則, 地震儀, 流體, 地震, 波相, 構造, 大地, 磁力, 岩體","台灣, 台灣, 本年度","火山, 構造, 活動, 監測站, 地質"
103,斷層活動性觀測研究第三階段(2/4),地球科學與自然資源,"活動性, 應變儀, 大地, 地震, 前兆, 週期, 潛勢圖, 潛勢, 水位, 地震儀, 井下","日本, 日本, 美國, 百年, 美國, 第二, 臺灣, 臺灣","斷層, 活動, 工作, 資料, 階段"
103,重要活動斷層構造特性調查研究(4/4),地球科學與自然資源,"颱風, 褶皺, 新期, 構造","台灣, 莫拉克颱風, 台灣, 3年, 台灣","斷層, 活動, 地表, 區域, 地形"
103,水旱災減災及預警策進科技之研究(4/4),地球科學與自然資源,"水旱災, 預警, 水位, 潛勢",,"災害, 資訊, 預警, 科技, 水旱災"
103,氣象領域氣象科技研究發展中程綱要計畫(6/6),地球科學與自然資源,"經常性, 颱風, 氣象局, 小時","中央氣象局, 氣象領域氣象科技研究發展中程綱要計畫, 24小時","氣象, 預報, 科技, 資訊, 作業"
